item;word;answercode;category
bär;KOCHBackspaceBackspaceBackspaceBackspaceBackspaceBÄREnter;first_letter_incorrect;Raubtiere
bär;BÄEnter;almostcorrect;Raubtiere
bär;NBackspaceBÄR ;first_letter_incorrect;Raubtiere
leopard;LEOPARD ;correct;Raubtiere
leopard;LEOPARDEnter;correct;Raubtiere
leopard;PBackspaceLEOPARD ;first_letter_incorrect;Raubtiere
leopard;GEPARD ;almostcorrect;Raubtiere
leopard;JAGUAREnter;almostcorrect;Raubtiere
leopard;PUMA ;almostcorrect;Raubtiere
leopard;PUMAEnter;almostcorrect;Raubtiere
leopard;TIGER ;semantic_relation;Raubtiere
leopard;TIGEREnter;semantic_relation;Raubtiere
leopard;TBackspacePUMAEnter;first_letter_incorrect;Raubtiere
löwe;LÄWBackspaceBackspaceÖWE ;almostcorrect;Raubtiere
löwe;LOBackspaceÄBackspaceÖWEEnter;almostcorrect;Raubtiere
löwe;LÖRBackspaceWEEnter;almostcorrect;Raubtiere
löwe;LÖWWBackspaceWBackspaceE ;almostcorrect;Raubtiere
löwe;LÖWWEBackspaceBackspaceEEnter;almostcorrect;Raubtiere
löwe;LÖWE ;correct;Raubtiere
löwe;LÖWEEnter;correct;Raubtiere
löwe;ÄBackspaceLÖWE ;first_letter_incorrect;Raubtiere
löwe;ÖFFELBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceLÖWEEnter;first_letter_incorrect;Raubtiere
löwe;PPARABackspaceBackspaceBackspaceBackspaceBackspaceLÖWEEnter;first_letter_incorrect;Raubtiere
löwe;TIBackspaceBackspaceLÖWE ;first_letter_incorrect;Raubtiere
löwe;TIBackspaceBackspaceLÖWEEnter;first_letter_incorrect;Raubtiere
löwe;;isna;Raubtiere
löwe;LÖEBackspaceWEEnter;almostcorrect;Raubtiere
panther;PANTHRBackspaceEREnter;almostcorrect;Raubtiere
panther;PUBackspaceANTHEREnter;almostcorrect;Raubtiere
panther;GEBackspaceBackspacePUPBackspaceMA ;semantic_relation;Raubtiere
panther;PANTHER ;correct;Raubtiere
panther;PANTHEREnter;correct;Raubtiere
panther;TEBackspaceBackspaceBackspaceÜABackspaceBackspacePANTHER ;first_letter_incorrect;Raubtiere
panther;GEPARDEnter;almostcorrect;Raubtiere
panther;JAGUAREnter;almostcorrect;Raubtiere
panther;PUMA ;almostcorrect;Raubtiere
panther;PUMAEnter;almostcorrect;Raubtiere
panther;NGEnter;unrelated_other;Raubtiere
tiger;TIFER ;almostcorrect;Raubtiere
tiger;TIFEREnter;almostcorrect;Raubtiere
tiger;TIGER ;correct;Raubtiere
tiger;TIGEREnter;correct;Raubtiere
tiger;RBackspaceTIGEREnter;first_letter_incorrect;Raubtiere
tiger;;isna;Raubtiere
tiger;löweEnter;semantic_relation;Raubtiere
armband;ARMABBackspaceBackspaceBAND ;almostcorrect;Schmuck
armband;ARMKETTE ;almostcorrect;Schmuck
armband;ARMREIFEnter;almostcorrect;Schmuck
armband;HBackspaceKETTE ;semantic_relation;Schmuck
armband;ARMBAND ;correct;Schmuck
armband;ARMBANDEnter;correct;Schmuck
armband;;isna;Schmuck
armband;KETBackspaceBackspaceBackspaceARMBANDEnter;semantic_relation;Schmuck
armband;KETTE ;semantic_relation;Schmuck
armband;KETTEEnter;semantic_relation;Schmuck
brosche;BROSSCHBackspaceBackspaceBackspaceCHEEnter;almostcorrect;Schmuck
brosche;GESCHIRR ;unrelated_other;Schmuck
brosche;BROSCHE ;correct;Schmuck
brosche;BROSCHEEnter;correct;Schmuck
brosche;;isna;Schmuck
brosche;DIADEM ;almostcorrect;Schmuck
brosche;haarspange ;almostcorrect;Schmuck
brosche;JUControlASCHMUCK ;almostcorrect;Schmuck
brosche;JUWELENEnter;almostcorrect;Schmuck
brosche;KETTE ;semantic_relation;Schmuck
brosche;KETTEEnter;semantic_relation;Schmuck
brosche;ohrring ;almostcorrect;Schmuck
brosche;OHRRINGEnter;almostcorrect;Schmuck
brosche;SCHMUCHBackspaceLBackspaceK ;almostcorrect;Schmuck
brosche;SCHMUCK ;almostcorrect;Schmuck
brosche;SCHMUCKEnter;almostcorrect;Schmuck
brosche;ARMBAND ;semantic_relation;Schmuck
burg;BUGBackspaceRGEnter;almostcorrect;Schmuck
kette;HALSKETTE ;almostcorrect;Schmuck
kette;KETEBackspaceTEEnter;almostcorrect;Schmuck
kette;PERLENKETTE ;almostcorrect;Schmuck
kette;KETTE ;correct;Schmuck
kette;KETTEEnter;correct;Schmuck
kette;WEEnter;unrelated_other;Schmuck
ohrring;ORHBackspaceBackspaceHRRIGNBackspaceBackspaceNG ;almostcorrect;Schmuck
ohrring;OHRRING ;correct;Schmuck
ohrring;OHRRINGEnter;correct;Schmuck
ohrring;PBackspaceOHRRING ;first_letter_incorrect;Schmuck
ohrring;;isna;Schmuck
ohrring;SCHMUCK ;semantic_relation;Schmuck
ring;RING ;correct;Schmuck
ring;RINGEnter;correct;Schmuck
schraubenzieher;SCHABackspaceRAUBENZIEHEREnter;almostcorrect;Schraubendreher
schraubenzieher;SCHRAUBENZEIBackspaceBackspaceIEHER ;almostcorrect;Schraubendreher
schraubenzieher;SCHRAUBENZIBackspaceBackspaceDREHEREnter;almostcorrect;Schraubendreher
schraubenzieher;SCHRAUBENZIEHENBackspaceR ;almostcorrect;Schraubendreher
schraubenzieher;schraubenzuiBackspaceBackspaceBackspacezieherEnter;almostcorrect;Schraubendreher
schraubenzieher;SCHRAUBUIBackspaceBackspaceZIEHER ;almostcorrect;Schraubendreher
schraubenzieher;SCHREBackspaceAUBENZIEHEEnter;almostcorrect;Schraubendreher
schraubenzieher;SCHREIBENZIEHER ;almostcorrect;Schraubendreher
schraubenzieher;EnterSCHRAUBENZIEHEREnter;backspace_space_enter;Schraubendreher
schraubenzieher;SCHRAUBENZIEHER ;correct;Schraubendreher
schraubenzieher;SCHRAUBENZIEHEREnter;correct;Schraubendreher
schraubenzieher;;isna;Schraubendreher
bank;BANEnter;almostcorrect;Sitzen
bank;BANKÄBackspaceEnter;almostcorrect;Sitzen
bank;BRBackspaceANKEnter;almostcorrect;Sitzen
bank;BANK ;correct;Sitzen
bank;BANKEnter;correct;Sitzen
bank;GBackspaceBANKEnter;first_letter_incorrect;Sitzen
bank;SBackspaceNABackspaceBackspaceBANK ;first_letter_incorrect;Sitzen
bank;SBBackspaceBackspaceBANKEnter;first_letter_incorrect;Sitzen
couch;CHOBackspaceBackspaceOUCHEnter;almostcorrect;Sitzen
couch;CHOUCBackspaceBackspaceBackspaceBackspaceOUCHEnter;almostcorrect;Sitzen
couch;COIBackspaceUCHGBackspace ;almostcorrect;Sitzen
couch;COUUCHBackspaceBackspaceBackspaceCHEnter;almostcorrect;Sitzen
couch;LEDERCOUCHEnter;almostcorrect;Sitzen
couch;SFABackspaceBackspaceOFAEnter;almostcorrect;Sitzen
couch;SOFA ;almostcorrect;Sitzen
couch;SOFAEnter;almostcorrect;Sitzen
couch;SOFBackspaceBackspaceBackspaceBackspaceCOUCHEnter;almostcorrect;Sitzen
couch;couch ;correct;Sitzen
couch;COUCHEnter;correct;Sitzen
couch;KBackspaceCIBackspaceUBackspaceOUCHEnter;first_letter_incorrect;Sitzen
couch;VBackspaceCOUCH ;first_letter_incorrect;Sitzen
couch;ShiftcouchEnter;shift_start;Sitzen
couch;COUHCBackspaceBackspaceCHEnter;almostcorrect;Sitzen
hocker;HOCERBackspaceBackspaceKEREnter;almostcorrect;Sitzen
hocker;HOCHBackspaceBackspaceCKER ;almostcorrect;Sitzen
hocker;HOCHERBackspaceBackspaceBackspaceKER ;almostcorrect;Sitzen
hocker;HOCJERBackspaceBackspaceBackspaceKEREnter;almostcorrect;Sitzen
hocker;STUBackspaceBackspaceBackspaceHOCKER ;semantic_relation;Sitzen
hocker;STUHL ;semantic_relation;Sitzen
hocker;STUHLEnter;semantic_relation;Sitzen
hocker;EnterControlShiftentShifteEnter;backspace_space_enter;Sitzen
hocker;HOCKER ;correct;Sitzen
hocker;HOCKEREnter;correct;Sitzen
hocker;KOCBackspaceBackspaceBackspaceHOCKEREnter;first_letter_incorrect;Sitzen
hocker;SBackspaceHOCKEREnter;first_letter_incorrect;Sitzen
hocker;;isna;Sitzen
sessel;SELBackspaceSSEL ;almostcorrect;Sitzen
sessel;SELSBackspaceBackspaceSSEL ;almostcorrect;Sitzen
sessel;SESSEÖLBackspaceBackspaceLEnter;almostcorrect;Sitzen
sessel;STUHLEnter;semantic_relation;Sitzen
sessel;STIBackspaceUHL ;semantic_relation;Sitzen
sessel;SESSEL ;correct;Sitzen
sessel;SESSELEnter;correct;Sitzen
sessel;SBackspaceSELSSBackspaceBackspaceBackspaceSSELEnter;first_letter_incorrect;Sitzen
sessel;ShiftsESSELEnter;shift_start;Sitzen
sessel;VOGELEnter;unrelated_other;Sitzen
sessel;STIBackspaceUHLEnter;semantic_relation;Sitzen
stuhl;STUHL ;correct;Sitzen
stuhl;STUHLEnter;correct;Sitzen
stuhl;STUHÖBackspaceLEnter;almostcorrect;Sitzen
stuhl;KBackspaceSTUHLEnter;first_letter_incorrect;Sitzen
stuhl;KBackspaceSUHLBackspaceBackspaceBackspaceTUHLEnter;first_letter_incorrect;Sitzen
stuhl;TBackspaceSTUHL ;first_letter_incorrect;Sitzen
stuhl;ZBackspaceSTUGHLBackspaceBackspaceBackspaceHL ;first_letter_incorrect;Sitzen
auto;autopBackspaceEnter;almostcorrect;Straße
auto;AUTPBackspaceO ;almostcorrect;Straße
auto;AUTO ;correct;Straße
auto;AUTOEnter;correct;Straße
auto;UBackspaceAUTOEnter;first_letter_incorrect;Straße
auto;Shiftauto ;shift_start;Straße
bus;BBUSEnter;almostcorrect;Straße
bus;BUS ;correct;Straße
bus;BUSEnter;correct;Straße
kutsche;KUTZBackspaceSCHGEBackspaceBackspaceE ;almostcorrect;Straße
kutsche;KUTSCHE ;correct;Straße
kutsche;KUTSCHEEnter;correct;Straße
kutsche;HARANBackspaceBackspaceBackspaceBackspaceBackspaceKUSCHEEnter;unrelated_other;Straße
kutsche;JBackspaceKUTSCHE ;first_letter_incorrect;Straße
kutsche;autoBackspaceBackspaceBackspaceBackspaceBackspaceBackspacekurBackspacetscheEnter;semantic_relation;Straße
kutsche;AUTOEnter;semantic_relation;Straße
kutsche;EnterEnter;unrelated_other;Straße
kutsche;KURSBackspaceBackspaceTSCHE ;almostcorrect;Strasse
lkw;LASTWAGENEnter;almostcorrect;Straße
lkw;LLWBackspaceKW ;almostcorrect;Straße
lkw;BackspaceLKW ;backspace_space_enter;Straße
lkw;LKW ;correct;Straße
lkw;LKWEnter;correct;Straße
lkw;;isna;Straße
lkw;ShiftlkwEnter;shift_start;Straße
motorrad;MORBackspaceTORRAD ;almostcorrect;Straße
motorrad;MOTORADEnter;almostcorrect;Straße
motorrad;motorrafBackspaced ;almostcorrect;Straße
motorrad;MOTPBackspaceOTTADBackspaceBackspaceBackspaceBackspaceRRADEnter;almostcorrect;Straße
motorrad;MOTTBackspaceORRADEnter;almostcorrect;Straße
motorrad;MOTTRBackspaceORRAD ;almostcorrect;Straße
motorrad;MOTORRAD ;correct;Straße
motorrad;MOTORRADEnter;correct;Straße
bonbon;BIBackspaceONBONEnter;almostcorrect;Süßigkeiten
bonbon;bobBackspacenbon ;almostcorrect;Süßigkeiten
bonbon;BOBBackspaceNBONEnter;almostcorrect;Süßigkeiten
bonbon;BOBNBackspaceBackspaceNBONEnter;almostcorrect;Süßigkeiten
bonbon;BONBONNBackspace ;almostcorrect;Süßigkeiten
bonbon;bonoBackspacebonEnter;almostcorrect;Süßigkeiten
bonbon;BONBON ;correct;Süßigkeiten
bonbon;BONBONEnter;correct;Süßigkeiten
bonbon;RBackspaceBONBONEnter;first_letter_incorrect;Süßigkeiten
bonbon;;isna;Süßigkeiten
bonbon;BOMBackspaceNBONEnter;almostcorrect;Süssigkeiten
eis;EIS ;correct;Süßigkeiten
eis;EISEnter;correct;Süßigkeiten
eis;WISEnter;first_letter_incorrect;Süßigkeiten
kekse;KEKBackspaceBackspaceEKSEEnter;almostcorrect;Süßigkeiten
kekse;keks ;almostcorrect;Süßigkeiten
kekse;KEKSEnter;almostcorrect;Süßigkeiten
kekse;KESBackspaceLSEBackspaceBackspaceBackspaceKSEEnter;almostcorrect;Süßigkeiten
kekse;KEKSE ;correct;Süßigkeiten
kekse;KEKSEEnter;correct;Süßigkeiten
kekse;;isna;Süßigkeiten
kuchen;KUCBackspaceBackspaceBackspaceTORTEEnter;almostcorrect;Süßigkeiten
kuchen;KUCHE N;almostcorrect;Süßigkeiten
kuchen;KUCHEEnter;almostcorrect;Süßigkeiten
kuchen;KUICBackspaceBackspaceCHEN ;almostcorrect;Süßigkeiten
kuchen;TORTE ;almostcorrect;Süßigkeiten
kuchen;TORTEEnter;almostcorrect;Süßigkeiten
kuchen; KUCHEN ;backspace_space_enter;Süßigkeiten
kuchen;KUCHEN ;correct;Süßigkeiten
kuchen;KUCHENEnter;correct;Süßigkeiten
kuchen;KBackspaceTORTEEnter;first_letter_incorrect;Süßigkeiten
schokolade;SCHJOBackspaceBackspaceOKOLOADEBackspaceBackspaceBackspaceBackspaceADEEnter;almostcorrect;Süßigkeiten
schokolade;SCHOKOLADEBackspaceEEnter;almostcorrect;Süßigkeiten
schokolade;SCHOKOLADEWEnter;almostcorrect;Süßigkeiten
schokolade;SCHOKOLAFBackspaceDEEnter;almostcorrect;Süßigkeiten
schokolade;SCHOKOÖABackspaceBackspaceLADEEnter;almostcorrect;Süßigkeiten
schokolade;SCHOOBackspaceKOLADEEnter;almostcorrect;Süßigkeiten
schokolade;shcBackspaceBackspacechokoladeEnter;almostcorrect;Süßigkeiten
schokolade;SCHOKOLADE ;correct;Süßigkeiten
schokolade;SCHOKOLADEEnter;correct;Süßigkeiten
schokolade;ASBackspaceBackspaceSCHOKOLADE ;first_letter_incorrect;Süßigkeiten
schokolade;HEBackspaceBackspaceSCHOKOÖADEBackspaceBackspaceBackspaceBackspaceLADE ;first_letter_incorrect;Süßigkeiten
schokolade; SCHOKOLADE ;backspace_space_enter;Süssigkeiten
becher;BECEBackspaceHEREnter;almostcorrect;Trinkgefäße
becher;BECHER ;correct;Trinkgefäße
becher;BECHEREnter;correct;Trinkgefäße
becher;MBackspaceBECHEREnter;first_letter_incorrect;Trinkgefäße
becher;sBackspacebecherEnter;first_letter_incorrect;Trinkgefäße
becher;TABackspaceBackspaceBackspaceBECHEREnter;first_letter_incorrect;Trinkgefäße
becher;;isna;Trinkgefäße
becher;EIMEREnter;semantic_relation;Trinkgefäße
becher;TOPF ;semantic_relation;Trinkgefäße
becher;PBackspaceBESCBackspaceBackspaceCHER ;first_letter_incorrect;Trinkgefässe
flasche;falscheEnter;almostcorrect;Trinkgefäße
flasche;FLACSBackspaceBackspaceSCHE ;almostcorrect;Trinkgefäße
flasche;fladBackspacesche ;almostcorrect;Trinkgefäße
flasche;FLASCHENBackspace ;almostcorrect;Trinkgefäße
flasche;FLSBackspaceASCHE ;almostcorrect;Trinkgefäße
flasche;GLASFLASCHEEnter;almostcorrect;Trinkgefäße
flasche;BackspaceFLASCHEEnter;backspace_space_enter;Trinkgefäße
flasche;FLASCHE ;correct;Trinkgefäße
flasche;FLASCHEEnter;correct;Trinkgefäße
flasche;GBackspaceFLASCHE ;first_letter_incorrect;Trinkgefäße
flasche;;isna;Trinkgefäße
flasche;GLASEnter;semantic_relation;Trinkgefäße
flasche;FLASCHEnter;almostcorrect;Trinkgefässe
glas;galsEnter;almostcorrect;Trinkgefäße
glas;GLASSEnter;almostcorrect;Trinkgefäße
glas;GLAS ;correct;Trinkgefäße
glas;GLASEnter;correct;Trinkgefäße
glas;BBackspaceGLASEnter;first_letter_incorrect;Trinkgefäße
glas;HBackspaceGLASEnter;first_letter_incorrect;Trinkgefäße
glas;KBackspaceGLAS ;first_letter_incorrect;Trinkgefäße
kanne;KEBackspaceBackspaceTEEKANNEEnter;first_letter_incorrect;Trinkgefäße
kanne;teekanne ;almostcorrect;Trinkgefäße
kanne;TEEKANNEEnter;almostcorrect;Trinkgefäße
kanne;KANNE ;correct;Trinkgefäße
kanne;KANNEEnter;correct;Trinkgefäße
kanne;KBackspaceTEEKANNEEnter;first_letter_incorrect;Trinkgefäße
kanne;;isna;Trinkgefäße
tasse;BECHEREnter;almostcorrect;Trinkgefäße
tasse;TRABackspaceBackspaceASSEEnter;almostcorrect;Trinkgefäße
tasse;TSSEBackspaceBackspaceBackspaceASSEEnter;almostcorrect;Trinkgefäße
tasse;TASSE ;correct;Trinkgefäße
tasse;TASSEEnter;correct;Trinkgefäße
tasse;BBackspaceTASSE ;first_letter_incorrect;Trinkgefäße
tasse;BBackspaceTASSEEnter;first_letter_incorrect;Trinkgefäße
tasse;SBackspaceTASSEEnter;first_letter_incorrect;Trinkgefäße
tasse;TBackspaceTASSEEnter;first_letter_incorrect;Trinkgefässe
tasse;BECHER ;almostcorrect;Trinkgefässe
ente;ENBackspaceBackspaceENTEEnter;almostcorrect;Vögel
ente;ENTE ;correct;Vögel
ente;ENTEEnter;correct;Vögel
ente;;isna;Vögel
eule;EIBackspaceIBackspaceULE ;almostcorrect;Vögel
eule;ELE ;almostcorrect;Vögel
eule;EUELBackspaceBackspaceLEEnter;almostcorrect;Vögel
eule;EUKLEBackspaceBackspaceBackspaceLEEnter;almostcorrect;Vögel
eule;EULKEBackspaceBackspaceE ;almostcorrect;Vögel
eule;UHU ;almostcorrect;Vögel
eule;UHUEnter;almostcorrect;Vögel
eule;EULE ;correct;Vögel
eule;EULEEnter;correct;Vögel
eule;;isna;Vögel
eule;UBackspaceEULEEnter;first_letter_incorrect;Vögel
schwan;SABackspaceCHWAN ;almostcorrect;Vögel
schwan;schweaBackspaceBackspacean ;almostcorrect;Vögel
schwan;SCHWAN ;correct;Vögel
schwan;SCHWANEnter;correct;Vögel
schwan;SBackspaceBackspaceSCHWAN ;first_letter_incorrect;Vögel
schwan;TBackspaceBackspaceSCHWAN ;first_letter_incorrect;Vögel
schwan;WBackspaceSCHWANEnter;first_letter_incorrect;Vögel
schwan;;isna;Vögel
schwan;SCHWNAEnter;almostcorrect;Vögel
strauss;STRABackspaceAUSSEnter;almostcorrect;Vögel
strauss;STRATBackspaceUSSEnter;almostcorrect;Vögel
strauss;STRAU?BackspaceSSEnter;almostcorrect;Vögel
strauss;straussBackspaceBackspaceßEnter;almostcorrect;Vögel
strauss;SCHBackspaceBackspaceBackspacePFAUEnter;first_letter_incorrect;Vögel
strauss;STRAUSS ;correct;Vögel
strauss;STRAUSSEnter;correct;Vögel
strauss;;isna;Vögel
strauss;OSTRICH ;unrelated_other;Vögel
strauss;STRAUCHEnter;almostcorrect;Vögel
strauss;PFAUEnter;almostcorrect;Vögel
taube;TABBackspaceUBE ;almostcorrect;Vögel
taube;TAUBE ;correct;Vögel
taube;TAUBEEnter;correct;Vögel
taube;hlBackspaceBackspaceBackspacetaubeEnter;first_letter_incorrect;Vögel
taube;;isna;Vögel
gondel;GONDEÖBackspaceLEnter;almostcorrect;Wasser
gondel;GONDOLAEnter;almostcorrect;Wasser
gondel;GONDEL ;correct;Wasser
gondel;GONDELEnter;correct;Wasser
gondel;OBackspaceGONDELEnter;first_letter_incorrect;Wasser
gondel;WEBackspaceBackspaceBackspaceGONDEL ;first_letter_incorrect;Wasser
gondel;;isna;Wasser
gondel;BOOT ;almostcorrect;Wasser
gondel;BOOTEnter;almostcorrect;Wasser
gondel;KAANUEnter;semantic_relation;Wasser
gondel;KANUEnter;semantic_relation;Wasser
gondel;SCHIFFEnter;semantic_relation;Wasser
kanu;BBackspaceBackspaceGONDELEnter;semantic_relation;Wasser
kanu;KANU ;correct;Wasser
kanu;KANUEnter;correct;Wasser
kanu;;isna;Wasser
kanu;BOOT ;almostcorrect;Wasser
kanu;BOOTEnter;almostcorrect;Wasser
kanu;SCHIFFEnter;semantic_relation;Wasser
kanu;GONDEL ;semantic_relation;Wasser
segelschiff;SEGELBOOT ;almostcorrect;Wasser
segelschiff;SEGELBOOTEnter;almostcorrect;Wasser
segelschiff;SEGELSCHIFF ;correct;Wasser
segelschiff;SEGELSCHIFFEnter;correct;Wasser
segelschiff;FBackspaceSCHFBackspaceIFFEnter;first_letter_incorrect;Wasser
segelschiff;MABackspaceBackspaceSEGELSCHIFF ;first_letter_incorrect;Wasser
segelschiff;RBackspaceSEGELSCHIFFEnter;first_letter_incorrect;Wasser
segelschiff;;isna;Wasser
segelschiff;BOOT ;almostcorrect;Wasser
segelschiff;SCHIFF ;almostcorrect;Wasser
segelschiff;SCHIFFEnter;almostcorrect;Wasser
u-boot;U-NBackspaceBOOTEnter;almostcorrect;Wasser
u-boot;U-PBackspaceBOOTEnter;almostcorrect;Wasser
u-boot;U:BackspaceShift.BackspaceShift_Backspace-BOOTEnter;almostcorrect;Wasser
u-boot;UBOOTEnter;almostcorrect;Wasser
u-boot;U-BOOT ;correct;Wasser
u-boot;U-BOOTEnter;correct;Wasser
u-boot;LBackspaceBackspaceBackspaceSBackspaceBackspaceU-ShiftbOOTEnter;first_letter_incorrect;Wasser
u-boot;boot ;almostcorrect;Wasser
u-boot;schiffEnter;semantic_relation;Wasser
u-boot;EEnter;unrelated_other;Wasser
u-boot;U ;unrelated_other;Wasser
u-boot;SCHIBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceUBOOTEnter;first_letter_incorrect;Wasser
u-boot;SCHIFF ;semantic_relation;Wasser
u-boot;U-KBBackspaceBackspaceBOOT ;almostcorrect;Wasser
yacht;YSBackspaceACHT ;almostcorrect;Wasser
yacht;YACHT ;correct;Wasser
yacht;YACHTEnter;correct;Wasser
yacht;ABackspaceYACHTEnter;first_letter_incorrect;Wasser
yacht;AYBackspaceBackspaceYACHTEnter;first_letter_incorrect;Wasser
yacht;SBackspaceJBackspaceYACHT ;first_letter_incorrect;Wasser
yacht;SCHBackspaceBackspaceBackspaceBackspaceYCHTBackspaceBackspaceBackspaceACHTEnter;first_letter_incorrect;Wasser
yacht;ÜBackspaceYACHT ;first_letter_incorrect;Wasser
yacht;ZABackspaceBackspaceYACHTEnter;first_letter_incorrect;Wasser
yacht;;isna;Wasser
yacht;BOOTEnter;almostcorrect;Wasser
yacht;SCHIFF ;almostcorrect;Wasser
yacht;SCHIFFEnter;almostcorrect;Wasser
yacht;ABackspaceABackspaceYACHT ;first_letter_incorrect;Wasser